LYN	CD79B	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_GC_prePB,B_mem,DC_pDC,DC_cDC2,Monocytes,Macrophages_M1,Macrophages_M2	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem
CD79B	SYK	post_translational	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem,DC_pDC,Macrophages_M1
SYK	CD79B	post_translational	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem,DC_pDC,Macrophages_M1	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem
BTK	PLCG2	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_mem	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem
LYN	BTK	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_GC_prePB,B_mem,DC_pDC,DC_cDC2,Monocytes,Macrophages_M1,Macrophages_M2	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_mem
BTK	LYN	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_mem	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_GC_prePB,B_mem,DC_pDC,DC_cDC2,Monocytes,Macrophages_M1,Macrophages_M2
LYN	CD19	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_GC_prePB,B_mem,DC_pDC,DC_cDC2,Monocytes,Macrophages_M1,Macrophages_M2	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem
CD19	LYN	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_GC_prePB,B_mem,DC_pDC,DC_cDC2,Monocytes,Macrophages_M1,Macrophages_M2
LYN	CD79A	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_GC_prePB,B_mem,DC_pDC,DC_cDC2,Monocytes,Macrophages_M1,Macrophages_M2	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_plasma,B_mem
SYK	CD79A	post_translational	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem,DC_pDC,Macrophages_M1	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_plasma,B_mem
LYN	CD22	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_GC_prePB,B_mem,DC_pDC,DC_cDC2,Monocytes,Macrophages_M1,Macrophages_M2	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem
BTK	PIK3AP1	post_translational	B_IFN,B_naive,B_activated,B_preGC,B_GC_LZ,B_GC_DZ,B_mem	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_mem,DC_pDC,Monocytes,Macrophages_M2
SYK	PIK3AP1	post_translational	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_mem,DC_pDC,Macrophages_M1	B_IFN,B_naive,B_activated,B_GC_LZ,B_GC_DZ,B_mem,DC_pDC,Monocytes,Macrophages_M2
