CDK1	RRM2	post_translational
E2F2	CDK1	post_translational
E2F2	CCNB1	post_translational
USP1	PCNA	post_translational
E2F2	PCNA	post_translational
E2F2	EZH2	post_translational
CDK1	BIRC5	post_translational
PARP1	TOP1	post_translational
PCNA	DNMT1	post_translational
UHRF1	DNMT1	post_translational
PLK1	RAD21	post_translational
TOP1	LIG1	post_translational
PARP1	AURKB	post_translational
BUB1B	CDC20	post_translational
MAD2L1	CDC20	post_translational
BUB1	CDC20	post_translational
PCNA	NEIL1	post_translational
AURKA	CENPA	post_translational
CENPA	AURKB	post_translational
AURKB	CENPA	post_translational
PLK1	FOXM1	post_translational
FOXM1	PLK1	post_translational
FOXM1	AURKB	post_translational
CCNB1	FOXM1	post_translational
FOXM1	CCNB1	post_translational
NUSAP1	CDCA8	post_translational
CDC20	CCNA2	post_translational
BUB1	PLK1	post_translational
PLK1	BUB1	post_translational
AURKA	PLK1	post_translational
PLK1	BUB1B	post_translational
UHRF1	TOP2A	post_translational
MYBL2	CCNB1	post_translational
CDK1	MYBL2	post_translational
MYBL2	CDK1	post_translational
CDK1	MCM3	post_translational
CDK1	FOXM1	post_translational
FOXM1	CDK1	post_translational
AURKA	TPX2	post_translational
TPX2	AURKA	post_translational
FOXM1	BIRC5	post_translational
BIRC5	AURKB	post_translational
AURKB	BIRC5	post_translational
AURKB	KIF2C	post_translational
CCNB1	PLK1	post_translational
PLK1	CCNB1	post_translational
TIPRL	PPP2CA	post_translational
WEE1	CDCA3	post_translational
CDCA3	WEE1	post_translational
USP1	FANCI	post_translational
PSIP1	PRDX6	post_translational
PARP1	TOPBP1	post_translational
PCNA	FEN1	post_translational
CDK1	CCNB1	post_translational
CCNB1	CDK1	post_translational
CDK1	CKS2	post_translational
MAP2K1	MAPK14	post_translational
MAPK14	MAP2K1	post_translational
YWHAQ	MEF2D	post_translational
INSR	PTK2	post_translational
PTK2	INSR	post_translational
PPP2CA	TFCP2	post_translational
PLK1	TOP2A	post_translational
CDK1	NUSAP1	post_translational
PLK1	NUDC	post_translational
NUDC	PLK1	post_translational
CDK1	PBK	post_translational
AURKA	TACC3	post_translational
PPP4C	BANF1	post_translational
CDK1	TK1	post_translational
CDK1	LBR	post_translational
CDK1	EZH2	post_translational
PLK1	RACGAP1	post_translational
INSR	CALM3	post_translational
CALM3	INSR	post_translational
RBBP7	DNMT1	post_translational
CDK1	SLBP	post_translational
CDK1	PRDX1	post_translational
AURKA	WDR62	post_translational
S1PR2	GNA13	post_translational
CDK1	KIF22	post_translational
CDK1	BUB1	post_translational
HNRNPH2	TERF2	post_translational
MAPK14	EZH2	post_translational
PLK1	CENPU	post_translational
PPP2CA	HDAC7	post_translational
CDK1	KIF2C	post_translational
CDK1	TOP2A	post_translational
CDK1	HMGA1	post_translational
PRKCD	HMGA1	post_translational
PRKCD	DBI	post_translational
MAPK14	EPS15	post_translational
PLK1	BIRC5	post_translational
AURKB	ZWINT	post_translational
CDK1	KHDRBS1	post_translational
CDK1	TPX2	post_translational
