,1,2,3,4
57,T_CD4+_naive,T_CD8+_cytotoxic,141,intercellular
58,T_CD8+_naive,T_CD8+_cytotoxic,142,intercellular
59,T_TIM3+,T_CD8+_cytotoxic,121,intercellular
60,T_CD8+_cytotoxic,T_CD8+_cytotoxic,163,intercellular
61,T_CD4+_TfH,T_CD8+_cytotoxic,154,intercellular
62,T_CD8+_CD161+,T_CD8+_cytotoxic,153,intercellular
63,DC_CCR7+,T_CD4+_TfH,15,intercellular
64,T_TfR,T_CD4+_TfH,143,intercellular
65,T_Treg,T_CD4+_TfH,158,intercellular
66,T_CD4+_naive,T_CD4+_TfH,148,intercellular
67,T_CD8+_naive,T_CD4+_TfH,150,intercellular
68,T_TIM3+,T_CD4+_TfH,119,intercellular
69,T_CD8+_cytotoxic,T_CD4+_TfH,153,intercellular
70,T_CD4+_TfH,T_CD4+_TfH,154,intercellular
71,T_CD8+_CD161+,T_CD4+_TfH,149,intercellular
72,DC_CCR7+,T_CD8+_CD161+,14,intercellular
73,T_TfR,T_CD8+_CD161+,148,intercellular
74,T_Treg,T_CD8+_CD161+,159,intercellular
75,T_CD4+_naive,T_CD8+_CD161+,152,intercellular
76,T_CD8+_naive,T_CD8+_CD161+,157,intercellular
77,T_TIM3+,T_CD8+_CD161+,126,intercellular
78,T_CD8+_cytotoxic,T_CD8+_CD161+,164,intercellular
79,T_CD4+_TfH,T_CD8+_CD161+,158,intercellular
80,T_CD8+_CD161+,T_CD8+_CD161+,155,intercellular
81,DC_CCR7+,DC_CCR7+,1,intracellular
82,T_TfR,DC_CCR7+,0,intracellular
83,T_Treg,DC_CCR7+,0,intracellular
84,T_CD4+_naive,DC_CCR7+,0,intracellular
85,T_CD8+_naive,DC_CCR7+,0,intracellular
86,T_TIM3+,DC_CCR7+,0,intracellular
87,T_CD8+_cytotoxic,DC_CCR7+,0,intracellular
88,T_CD4+_TfH,DC_CCR7+,0,intracellular
89,T_CD8+_CD161+,DC_CCR7+,0,intracellular
90,DC_CCR7+,T_TfR,0,intracellular
91,T_TfR,T_TfR,103,intracellular
92,T_Treg,T_TfR,0,intracellular
93,T_CD4+_naive,T_TfR,0,intracellular
94,T_CD8+_naive,T_TfR,0,intracellular
95,T_TIM3+,T_TfR,0,intracellular
96,T_CD8+_cytotoxic,T_TfR,0,intracellular
97,T_CD4+_TfH,T_TfR,0,intracellular
98,T_CD8+_CD161+,T_TfR,0,intracellular
99,DC_CCR7+,T_Treg,0,intracellular
100,T_TfR,T_Treg,0,intracellular
101,T_Treg,T_Treg,117,intracellular
102,T_CD4+_naive,T_Treg,0,intracellular
103,T_CD8+_naive,T_Treg,0,intracellular
104,T_TIM3+,T_Treg,0,intracellular
105,T_CD8+_cytotoxic,T_Treg,0,intracellular
106,T_CD4+_TfH,T_Treg,0,intracellular
107,T_CD8+_CD161+,T_Treg,0,intracellular
108,DC_CCR7+,T_CD4+_naive,0,intracellular
109,T_TfR,T_CD4+_naive,0,intracellular
110,T_Treg,T_CD4+_naive,0,intracellular
111,T_CD4+_naive,T_CD4+_naive,27,intracellular
112,T_CD8+_naive,T_CD4+_naive,0,intracellular
113,T_TIM3+,T_CD4+_naive,0,intracellular
114,T_CD8+_cytotoxic,T_CD4+_naive,0,intracellular
115,T_CD4+_TfH,T_CD4+_naive,0,intracellular
116,T_CD8+_CD161+,T_CD4+_naive,0,intracellular
117,DC_CCR7+,T_CD8+_naive,0,intracellular
118,T_TfR,T_CD8+_naive,0,intracellular
119,T_Treg,T_CD8+_naive,0,intracellular
120,T_CD4+_naive,T_CD8+_naive,0,intracellular
121,T_CD8+_naive,T_CD8+_naive,28,intracellular
122,T_TIM3+,T_CD8+_naive,0,intracellular
123,T_CD8+_cytotoxic,T_CD8+_naive,0,intracellular
124,T_CD4+_TfH,T_CD8+_naive,0,intracellular
125,T_CD8+_CD161+,T_CD8+_naive,0,intracellular
126,DC_CCR7+,T_TIM3+,0,intracellular
127,T_TfR,T_TIM3+,0,intracellular
128,T_Treg,T_TIM3+,0,intracellular
129,T_CD4+_naive,T_TIM3+,0,intracellular
130,T_CD8+_naive,T_TIM3+,0,intracellular
131,T_TIM3+,T_TIM3+,18,intracellular
132,T_CD8+_cytotoxic,T_TIM3+,0,intracellular
133,T_CD4+_TfH,T_TIM3+,0,intracellular
134,T_CD8+_CD161+,T_TIM3+,0,intracellular
135,DC_CCR7+,T_CD8+_cytotoxic,0,intracellular
136,T_TfR,T_CD8+_cytotoxic,0,intracellular
137,T_Treg,T_CD8+_cytotoxic,0,intracellular
138,T_CD4+_naive,T_CD8+_cytotoxic,0,intracellular
139,T_CD8+_naive,T_CD8+_cytotoxic,0,intracellular
140,T_TIM3+,T_CD8+_cytotoxic,0,intracellular
141,T_CD8+_cytotoxic,T_CD8+_cytotoxic,35,intracellular
142,T_CD4+_TfH,T_CD8+_cytotoxic,0,intracellular
143,T_CD8+_CD161+,T_CD8+_cytotoxic,0,intracellular
144,DC_CCR7+,T_CD4+_TfH,0,intracellular
145,T_TfR,T_CD4+_TfH,0,intracellular
146,T_Treg,T_CD4+_TfH,0,intracellular
147,T_CD4+_naive,T_CD4+_TfH,0,intracellular
148,T_CD8+_naive,T_CD4+_TfH,0,intracellular
149,T_TIM3+,T_CD4+_TfH,0,intracellular
150,T_CD8+_cytotoxic,T_CD4+_TfH,0,intracellular
151,T_CD4+_TfH,T_CD4+_TfH,5,intracellular
152,T_CD8+_CD161+,T_CD4+_TfH,0,intracellular
153,DC_CCR7+,T_CD8+_CD161+,0,intracellular
154,T_TfR,T_CD8+_CD161+,0,intracellular
155,T_Treg,T_CD8+_CD161+,0,intracellular
156,T_CD4+_naive,T_CD8+_CD161+,0,intracellular
157,T_CD8+_naive,T_CD8+_CD161+,0,intracellular
158,T_TIM3+,T_CD8+_CD161+,0,intracellular
159,T_CD8+_cytotoxic,T_CD8+_CD161+,0,intracellular
160,T_CD4+_TfH,T_CD8+_CD161+,0,intracellular
161,T_CD8+_CD161+,T_CD8+_CD161+,8,intracellular
