CDK1	RRM2	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+
E2F2	CDK1	post_translational	B_Cycling	B_Cycling,T_TIM3+,DC_cDC1
E2F2	CCNB1	post_translational	B_Cycling	B_Cycling,DC_cDC1
USP1	PCNA	post_translational	B_Cycling	B_Cycling,T_TIM3+
E2F2	PCNA	post_translational	B_Cycling	B_Cycling,T_TIM3+
E2F2	EZH2	post_translational	B_Cycling	B_GC_LZ,B_GC_DZ,B_Cycling,T_TIM3+
CDK1	BIRC5	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+,DC_cDC1
PARP1	TOP1	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_plasma,DC_pDC,Macrophages_M2,FDC
PCNA	DNMT1	post_translational	B_Cycling,T_TIM3+	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,T_TIM3+
UHRF1	DNMT1	post_translational	B_Cycling,T_TIM3+	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,T_TIM3+
PLK1	RAD21	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_CD4+_TfH_GC,T_TIM3+,FDC
TOP1	LIG1	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_plasma,DC_pDC,Macrophages_M2,FDC	B_Cycling
PARP1	AURKB	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB	B_Cycling,T_TIM3+
BUB1B	CDC20	post_translational	B_Cycling	B_Cycling,DC_cDC1
MAD2L1	CDC20	post_translational	B_Cycling,T_TIM3+	B_Cycling,DC_cDC1
BUB1	CDC20	post_translational	B_Cycling	B_Cycling,DC_cDC1
PCNA	NEIL1	post_translational	B_Cycling,T_TIM3+	B_naive,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB
AURKA	CENPA	post_translational	B_Cycling	B_Cycling,DC_cDC1
CENPA	AURKB	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+
AURKB	CENPA	post_translational	B_Cycling,T_TIM3+	B_Cycling,DC_cDC1
PLK1	FOXM1	post_translational	B_Cycling,DC_cDC1	B_Cycling,DC_cDC1
FOXM1	PLK1	post_translational	B_Cycling,DC_cDC1	B_Cycling,DC_cDC1
FOXM1	AURKB	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+
CCNB1	FOXM1	post_translational	B_Cycling,DC_cDC1	B_Cycling,DC_cDC1
FOXM1	CCNB1	post_translational	B_Cycling,DC_cDC1	B_Cycling,DC_cDC1
NUSAP1	CDCA8	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+
CDC20	CCNA2	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+
BUB1	PLK1	post_translational	B_Cycling	B_Cycling,DC_cDC1
PLK1	BUB1	post_translational	B_Cycling,DC_cDC1	B_Cycling
AURKA	PLK1	post_translational	B_Cycling	B_Cycling,DC_cDC1
PLK1	BUB1B	post_translational	B_Cycling,DC_cDC1	B_Cycling
UHRF1	TOP2A	post_translational	B_Cycling,T_TIM3+	B_Cycling,T_TIM3+
MYBL2	CCNB1	post_translational	B_GC_DZ,B_Cycling,B_GC_prePB,DC_pDC	B_Cycling,DC_cDC1
CDK1	MYBL2	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_GC_DZ,B_Cycling,B_GC_prePB,DC_pDC
MYBL2	CDK1	post_translational	B_GC_DZ,B_Cycling,B_GC_prePB,DC_pDC	B_Cycling,T_TIM3+,DC_cDC1
CDK1	MCM3	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+
CDK1	FOXM1	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,DC_cDC1
FOXM1	CDK1	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+,DC_cDC1
AURKA	TPX2	post_translational	B_Cycling	B_Cycling,T_TIM3+
TPX2	AURKA	post_translational	B_Cycling,T_TIM3+	B_Cycling
FOXM1	BIRC5	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+,DC_cDC1
BIRC5	AURKB	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+
AURKB	BIRC5	post_translational	B_Cycling,T_TIM3+	B_Cycling,T_TIM3+,DC_cDC1
AURKB	KIF2C	post_translational	B_Cycling,T_TIM3+	B_Cycling,T_TIM3+
CCNB1	PLK1	post_translational	B_Cycling,DC_cDC1	B_Cycling,DC_cDC1
PLK1	CCNB1	post_translational	B_Cycling,DC_cDC1	B_Cycling,DC_cDC1
TIPRL	PPP2CA	post_translational	T_TIM3+,Mast	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,T_CD4+_TfH_GC,ILC
WEE1	CDCA3	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling	B_Cycling
CDCA3	WEE1	post_translational	B_Cycling	B_GC_LZ,B_GC_DZ,B_Cycling
USP1	FANCI	post_translational	B_Cycling	B_Cycling,T_TIM3+
PSIP1	PRDX6	post_translational	B_GC_DZ,B_Cycling,T_CD4+_TfH_GC,T_Treg,T_CD4+_naive	B_GC_LZ,B_GC_DZ,B_Cycling,DC_pDC,Mast,VSMC
PARP1	TOPBP1	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB	B_Cycling
PCNA	FEN1	post_translational	B_Cycling,T_TIM3+	B_Cycling,T_TIM3+
CDK1	CCNB1	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,DC_cDC1
CCNB1	CDK1	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+,DC_cDC1
CDK1	CKS2	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_IFN,B_activated,B_GC_LZ,B_Cycling,B_mem
YWHAQ	MEF2D	post_translational	B_GC_DZ,B_Cycling,T_CD4+,T_CD4+_TfH_GC,T_TfR,T_TIM3+,NKT,NK,ILC,DC_CCR7+,VSMC	B_plasma,T_TfR,DC_pDC
INSR	PTK2	post_translational	B_plasma,ILC,Endo	B_naive,B_activated,B_GC_LZ,B_GC_DZ,Endo,VSMC
PTK2	INSR	post_translational	B_naive,B_activated,B_GC_LZ,B_GC_DZ,Endo,VSMC	B_plasma,ILC,Endo
PPP2CA	TFCP2	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,T_CD4+_TfH_GC,ILC	DC_CCR7+,FDC
PLK1	TOP2A	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+
CDK1	NUSAP1	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+,DC_cDC1
PLK1	NUDC	post_translational	B_Cycling,DC_cDC1	B_preGC,T_CD8+_naive,VSMC
NUDC	PLK1	post_translational	B_preGC,T_CD8+_naive,VSMC	B_Cycling,DC_cDC1
CDK1	PBK	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling
AURKA	TACC3	post_translational	B_Cycling	B_Cycling,T_Treg,T_TfR,T_TIM3+,T_CD4+_naive
PPP4C	BANF1	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,T_TIM3+,Monocytes	B_preGC,B_Cycling,T_TIM3+,DC_cDC1,Macrophages_M1
CDK1	TK1	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+
CDK1	LBR	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB
CDK1	EZH2	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_GC_LZ,B_GC_DZ,B_Cycling,T_TIM3+
PLK1	RACGAP1	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+
INSR	CALM3	post_translational	B_plasma,ILC,Endo	B_Cycling,T_CD4+_TfH_GC,T_Treg,T_TfR,T_TIM3+,T_CD4+_naive,T_CD8+_cytotoxic,NK,DC_cDC1
CALM3	INSR	post_translational	B_Cycling,T_CD4+_TfH_GC,T_Treg,T_TfR,T_TIM3+,T_CD4+_naive,T_CD8+_cytotoxic,NK,DC_cDC1	B_plasma,ILC,Endo
RBBP7	DNMT1	post_translational	B_GC_DZ,B_Cycling,B_GC_prePB,T_TIM3+,Mast	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,T_TIM3+
CDK1	SLBP	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_GC_DZ,B_Cycling
CDK1	PRDX1	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_preGC,B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,B_plasma,DC_cDC1,Macrophages_M1,Macrophages_M2,Endo,FDC,VSMC
S1PR2	GNA13	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB	B_GC_LZ,B_GC_DZ,B_GC_prePB,FDC
CDK1	KIF22	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling,T_TIM3+
CDK1	BUB1	post_translational	B_Cycling,T_TIM3+,DC_cDC1	B_Cycling
HNRNPH2	TERF2	post_translational	T_CD4+_TfH,T_Treg,ILC	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,FDC
PLK1	CENPU	post_translational	B_Cycling,DC_cDC1	B_Cycling,T_TIM3+
PPP2CA	HDAC7	post_translational	B_GC_LZ,B_GC_DZ,B_Cycling,B_GC_prePB,T_CD4+_TfH_GC,ILC	B_GC_LZ,B_GC_DZ,T_CD4+_TfH_GC,T_TfR,Endo
