,0
MAPRE1,1
SNTA1,1
RALY,2
AHCY,1
MAP1LC3A,3
ROMO1,1
MYL9,0
RAB5IF,1
SAMHD1,0
RPRD1B,1
TGM2,0
LBP,0
PPP1R16B,3
MAFB,1
TOP1,1
PLCG1,2
MYBL2,1
PKIG,3
ADA,1
SDC4,0
UBE2C,1
PLTP,0
MMP9,0
NCOA5,2
CD40,3
SULF2,0
PREX1,0
CEBPB,0
BCAS4,1
DPM1,1
ZNF217,2
AURKA,1
PMEPA1,3
RAB22A,1
STX16,2
CTSZ,0
TAF4,2
LAMA5,3
HELZ2,5
MHENCR,2
STMN3,2
TNFRSF6B,0
LIME1,2
SLC2A4RG,2
SOX18,0
RGS19,3
SAMSN1,2
JAM2,1
ATP5PF,1
APP,0
ADAMTS1,0
CCT8,1
TIAM1,2
IFNAR2,2
ATP5PO,1
MORC3,2
ERG,0
ETS2,0
BRWD1,1
HMGN1,1
BACE2,0
MX2,5
MX1,5
PRDM15,1
UBASH3A,2
CSTB,1
ICOSLG,2
AIRE,0
COL18A1,0
COL6A1,0
COL6A2,0
S100B,0
PRMT2,2
ADA2,4
MICAL3,3
USP18,5
SLC25A1,1
CLDN5,0
TBX1,0
RANBP1,1
UBE2L3,1
SDF2L1,4
AC245060.5,4
IGLC1,4
IGLC2,4
IGLC3,4
IGLC6,1
IGLC7,0
VPREB3,3
DERL3,4
GGT5,0
SNRPD3,1
GRK3,3
HPS4,2
XBP1,4
TCN2,0
SELENOM,0
LIMK2,0
PIK3IP1,2
SFI1,2
DEPDC5,3
TIMP3,0
HMOX1,0
APOL6,2
APOL2,2
CSF2RB,0
IL2RB,2
LGALS2,0
SH3BP1,1
LGALS1,0
EIF3L,1
PICK1,1
MAFF,0
TMEM184B,4
TOMM22,1
GRAP2,2
TNRC6B,2
SGSM3,2
TOB2,0
SREBF2,3
SHISA8,3
TNFRSF13C,3
CENPM,1
SMDT1,1
NDUFA6,1
CYB5R3,0
BIK,1
PARVB,0
FAM118A,2
FBLN1,0
GRAMD4,2
PIM3,0
PLXNB2,0
NCAPH2,2
SHANK3,0
CSF2RA,0
IL3RA,0
P2RY8,1
PRKX,2
MSL3,2
RBBP7,1
SH3KBP1,1
RPS6KA3,2
PRDX4,4
CYBB,3
TSPAN7,0
CXorf38,2
DIPK2B,0
TIMP1,0
CFP,0
WAS,2
PIM2,4
FOXP3,2
MAGED1,1
ABCB7,2
ITM2A,2
BTK,3
HNRNPH2,1
MORF4L2,4
PLS3,0
SLC25A5,1
CD40LG,2
ARHGEF6,2
ATP11C,2
HMGB3,1
BGN,0
SSR4,4
FAM50A,2
MT-ND1,4
MT-ND2,4
MT-CO1,4
MT-ATP8,4
MT-ND3,4
MT-ND4L,4
MT-ND5,4
MT-CYB,4
