PAX5	HVCN1	transcriptional
PAX5	IKZF3	transcriptional
PAX5	LY86	transcriptional
PAX5	MS4A1	transcriptional
PAX5	MYO1B	transcriptional
PAX5	PMEPA1	transcriptional
PAX5	SEMA7A	transcriptional
PAX5	ST14	transcriptional
PAX5	TLR10	transcriptional
PAX5	TMEM119	transcriptional
PAX5	TNFRSF13C	transcriptional
POU2F2	ALOX5AP	transcriptional
POU2F2	APLP2	transcriptional
POU2F2	BCL2A1	transcriptional
POU2F2	RUBCNL	transcriptional
POU2F2	CD19	transcriptional
POU2F2	CD79B	transcriptional
POU2F2	CPNE5	transcriptional
POU2F2	CYB561A3	transcriptional
POU2F2	NIBAN3	transcriptional
POU2F2	FCER2	transcriptional
POU2F2	FGD2	transcriptional
POU2F2	HLA-DMA	transcriptional
POU2F2	HLA-DMB	transcriptional
POU2F2	HLA-DQA1	transcriptional
POU2F2	HSH2D	transcriptional
POU2F2	HVCN1	transcriptional
POU2F2	LY86	transcriptional
POU2F2	MS4A1	transcriptional
POU2F2	MYO1B	transcriptional
POU2F2	SLC2A5	transcriptional
POU2F2	ST14	transcriptional
POU2F2	TLR10	transcriptional
POU2F2	TMEM119	transcriptional
POU2F2	TMEM154	transcriptional
POU2F2	TNFRSF13C	transcriptional
BCL11A	MPEG1	transcriptional
BCL11A	TNFRSF13B	transcriptional
BCL11A	ADGRG5	transcriptional
BCL11A	SCIMP	transcriptional
EBF1	CD83	transcriptional
EBF1	FCMR	transcriptional
EBF1	DOK3	transcriptional
EBF1	CD40	transcriptional
EBF1	POLD4	transcriptional
MEF2C	SH3BP2	transcriptional
MEF2C	FCRLA	transcriptional
MEF2C	SCIMP	transcriptional
PAX5	BANK1	transcriptional
EBF1	GRK3	transcriptional
TCF4	RHBDF2	transcriptional
TCF4	SEMA7A	transcriptional
