0,1
NKG7_0,-0.006045204496991398
GZMH_0,-0.005653452528434292
HLA-DPA1_0,-0.00492703877379039
CST7_0,-0.004819574340370299
HLA-DRB1_0,-0.004628447505388242
HLA-DPB1_0,-0.004393064534120919
HLA-DRA_0,-0.00425973367625741
CCL4_0,-0.004190144292460314
CTSW_0,-0.0041779044837474515
SAT1_0,-0.004123289994474268
GZMA_0,-0.003941663223860877
PSME2_0,-0.0038733126238192483
PRF1_0,-0.0038418610325223436
IFITM3_0,-0.0037921857450849503
APOBEC3C_0,-0.0037847996598657707
CD97_0,-0.0036883073671209626
GZMB_0,-0.0036605043410509004
IFITM2_0,-0.0036560472894388977
HLA-DRB5_0,-0.0035981185706051733
NKG7_2,-0.003451431655453193
ISG15_0,-0.0034509729113089767
IFITM1_0,-0.0034296978314102946
STAT1_0,-0.003417499424986502
LGALS1_0,-0.0033455493721816876
GZMH_2,-0.0032071535243213996
MT2A_0,-0.003193069056676744
CCL4L1_0,-0.003172094212538758
CD38_0,-0.0031630611047333192
APOBEC3G_0,-0.0031537275942573766
IFI6_0,-0.0031466600890170714
ANXA2_0,-0.003122675949281476
UCP2_0,-0.003074927650485236
CAP1_0,-0.003064728340249088
CD74_0,-0.0030517049134759426
GAPDH_0,-0.0030215261764422064
CCL5_0,-0.0029880179559942086
PSME1_0,-0.0029879172921832586
CD52_0,-0.0029150038043704697
VIM_0,-0.002895190845920974
LY6E_0,-0.002887589477387001
GNG2_0,-0.0028684167072882756
SUB1_0,-0.002793828692823392
CLIC1_0,-0.0027855707736182734
IFNG_0,-0.0027822097351400473
CCL5_2,-0.002765907302753795
OASL_0,-0.002764858326998251
GBP5_0,-0.002763521693257015
GBP2_0,-0.002759187409334205
CCL3_0,-0.0027361100619987494
S100A10_0,-0.0027261079226171027
MTRNR2L1_0,-0.0027031110187526876
STOM_0,-0.0026636762564204706
IL2RG_0,-0.0026177337054229042
CCL4_2,-0.0026059927277116753
HLA-DQB1_0,-0.002602965368907059
ALOX5AP_0,-0.0025939627059102977
GZMB_2,-0.0025824678932106397
DOK2_0,-0.0025704187771999802
SERPINB9_0,-0.002494337027054095
SH2D2A_0,-0.0024728944464989856
ZEB2_0,-0.0024638005547196083
APOL2_0,-0.0024612326236613372
ZNF683_0,-0.002452484510748075
C1orf56_0,-0.002417908146513279
HLA-DMA_0,-0.002414636022748798
TAGLN2_0,-0.0024034300056346007
RHOA_0,-0.002399749678878952
ARPC4_0,-0.0023992998614796074
S100A11_0,-0.0023866611304061923
ACTN4_0,-0.0023833557024539264
LDHA_0,-0.002377839305701028
PSMB8_0,-0.002376388891372738
MTHFD2_0,-0.0023633864518442546
CHP1_0,-0.0023545694913078737
RARRES3_0,-0.0023290419055924712
B4GALT1_0,-0.002307340226229722
CCL4L2_0,-0.00228968377238229
SH3BGRL3_0,-0.0022786706438769747
ANXA5_0,-0.0022727785467533865
DUSP4_0,-0.002271217557438204
CXCR6_0,-0.0022484232071734896
GSTP1_0,-0.0022468574018783645
ARPC3_0,-0.002234796851463503
S100A6_0,-0.0022316957954451604
PSMB9_0,-0.0022295138085384196
CALM3_0,-0.00219706764970066
HLA-DQA1_0,-0.002185884851400048
SHISA5_0,-0.00217542631037897
ARL6IP1_0,-0.002156848268596351
YWHAB_0,-0.0021381350944474965
EPSTI1_0,-0.0021048407253704327
BHLHE40_0,-0.002102278344340347
SNAP47_0,-0.0020979161431459734
MYL12B_0,-0.00209743215709423
UBE2L6_0,-0.0020893313529703563
SURF4_0,-0.0020854817139682965
IFI44L_0,-0.0020829527230848692
C16orf54_0,-0.0020733832862354406
CHST12_0,-0.0020674533247971847
BTG3_0,-0.002058745230533568
TMSB10_0,-0.0020469861962927496
HMGB2_0,-0.0020429342870857303
PGAM1_0,-0.0020357346570872206
TPM3_0,-0.00203568497572811
MYO1G_0,-0.002016634051325971
ITGB2_0,-0.002008607273609536
WDR1_0,-0.002007055150564499
TBCD_0,-0.0019795979040131907
BRK1_0,-0.0019787423870881123
CLEC2B_0,-0.00197470866926997
HAVCR2_0,-0.001974052662787918
KLRD1_0,-0.001973749612485194
CD79B_0,-0.0019712663113629954
PGK1_0,-0.001969606975593852
NME1-NME2_0,-0.001966098638944858
CHCHD2_0,-0.0019657585164659696
LASP1_0,-0.0019551124219555783
CDC42_0,-0.0019521212633733125
MAP3K8_0,-0.0019433874958823929
HSPB1_0,-0.0019388412704907224
XCL2_0,-0.0019383091797494335
ANXA1_0,-0.0019334274011690669
ANXA6_0,-0.0019311332485464343
PDCD1_0,-0.001918081596989549
GBP4_0,-0.001913798344252592
HNRNPL_0,-0.0019116076914994847
SLMO2_0,-0.0019115822187804365
LCP1_0,-0.001902475184461771
CCL4L1_2,-0.001888955040124792
GZMK_0,-0.0018692238390239516
GPI_0,-0.0018644504584268537
SLAMF7_2,-0.0018630527135251407
SLAMF7_0,-0.001851326384756237
DDIT4_1,-0.0018466198421788732
RAC2_0,-0.0018439452682490675
SP140_0,-0.001841979327424045
PPP1CA_0,-0.0018402984367518482
COX4I1_0,-0.0018376386177732
ARPC2_0,-0.0018238718509708779
IGFLR1_0,-0.0018160105031026494
SYNGR2_0,-0.0018129836461753162
RHOF_0,-0.0018101778115752077
PRF1_2,-0.0018076552258808394
PSMA2_0,-0.001802565573063028
GNG5_0,-0.0018018490628927029
GZMA_2,-0.0017979138203782514
CASP4_0,-0.001795361528508965
GLUL_0,-0.0017785817208420562
CORO7_0,-0.0017780040554355916
CD8A_2,-0.001774428126290285
ECH1_0,-0.0017707321455658355
FAM49B_0,-0.0017706449837586718
IGHD_0,-0.0017663403489519933
RNF19A_0,-0.0017638651471287437
PTPRCAP_0,-0.0017622780587597908
CHI3L2_0,-0.001759022690194274
PARP9_0,-0.0017531287533310144
PSMB3_0,-0.0017510132228064814
DDIT4_0,-0.0017482870648960727
BST2_0,-0.0017469052738051565
DUSP2_0,-0.0017325169673941198
XAF1_0,-0.00171386512772674
SERPINB1_0,-0.0017120735389094869
SUMO2_0,-0.0017112462696392918
KIR2DL4_0,-0.001709309600545984
COX5A_0,-0.0017052928927062511
ARF5_0,-0.0017047192693481423
CIITA_0,-0.0017025805561356913
UBC_0,-0.0016923772224369923
FGFBP2_0,-0.0016918597031072517
IRF7_0,-0.0016910328637011571
BCL2L11_0,-0.0016901755514312628
TPI1_0,-0.0016890012542338676
ENTPD1_0,-0.001688981814558753
PAIP2_0,-0.0016818307015250059
LAPTM5_0,-0.0016794007379725767
PIK3R5_0,-0.0016771442067268045
GLIPR2_0,-0.001676909416498023
EIF3C_0,-0.0016749068406303885
EIF3K_0,-0.0016701489832019732
RHBDF2_0,-0.0016614402265445719
LGALS9_0,-0.001660257427756043
CTSW_2,-0.0016486325801950586
PTPN6_0,-0.0016485520438525225
PIK3R1_0,-0.001642697017700117
TALDO1_0,-0.001640592363436348
KLRG1_0,-0.0016375607206647064
ID2_0,-0.0016353098952055034
PYCARD_0,-0.0016339829637045844
