,Unnamed: 0,gene_clusters,localization_score,clustering_rank
256,Tnfsf8,1,4.395232251663963,15.745274
257,Rps6,1,2.0420390147277603,46.236774
258,Jun,0,8.111082812785467,45.69696
259,Patj,1,2.8946286074066747,7.081155
260,Jak1,3,4.05493277780806,57.219833
261,Pde4b,1,3.5034814652265207,19.690353
262,Usp24,0,2.899252630050555,9.587441
263,Tut4,0,3.0475224674001566,8.515259
264,Prdx1,2,2.671053190887426,79.01653
265,Cdc20,2,8.139553286213875,55.163235
266,Ybx1,2,2.514499254136051,68.675186
267,Macf1,0,3.578338816412991,14.679485
268,Cdca8,2,6.391044035883132,72.79203
269,Zc3h12a,0,3.396484792059575,11.938449
270,Sfpq,2,2.940268410068698,35.81152
271,Laptm5,3,2.332383927167112,57.739464
272,Epb41,0,3.151794643756847,8.765404
273,Snhg12,0,3.2423526225850248,19.898615
274,Snhg3,2,3.1389663872606515,15.811156
275,Atpif1,2,2.992297971593695,63.73757
276,Smpdl3b,3,4.972492551326868,25.58661
277,Rpa2,3,3.690172398650883,39.363422
278,Arid1a,0,2.9881713827841976,14.166289
279,Hmgn2,2,4.536255615608644,89.01382
280,Cd52,1,1.6411103348128917,69.67409
281,Sh3bgrl3,1,1.654218292392517,52.30001
282,Stmn1,2,5.2733154770612805,91.18085
283,Ldlrap1,3,2.718774420291665,2.5085003
284,Tmem50a,3,2.22355318770368,37.03376
285,Rsrp1,4,2.410358402720635,24.712042
286,Runx3,3,2.8035731025299104,13.293187
287,Nipal3,3,3.881448119360465,11.409336
288,Id3,1,7.183110922625707,27.381586
289,Cdc42,3,1.994640947161529,43.97358
290,Pink1,3,2.897828585341147,12.249328
291,Camk2n1,3,5.902527485147549,27.10447
292,Capzb,4,2.4318578505081945,44.482403
293,Ubr4,0,2.846834252968906,12.534944
294,Efhd2,3,3.188492937713567,40.439453
295,Prdm2,0,2.808280124433694,5.617752
296,Srm,2,5.225141004680334,31.09274
297,Kif1b,0,3.96216386286864,7.55284
298,Pik3cd,0,2.9668366288872874,10.02168
299,Rere,0,2.836254537571819,6.1653633
300,Park7,2,2.874885828985305,56.265644
301,Tnfrsf9,2,5.277751729998534,42.917233
302,Thap3,3,2.784111925408592,14.488294
303,Tnfrsf25,0,4.744266334022366,12.329297
304,Tprgl,3,3.032685264030037,31.073023
305,Cdk11b,0,2.635079019474328,10.2178755
306,Tnfrsf4,1,3.5698124995014417,3.8524783
307,Tnfrsf18,4,4.061020685879326,18.632166
308,Isg15,5,9.626354980930897,46.580185
309,AW011738,5,4.028270215477274,5.9872613
310,Mterf1a,1,2.4785092678855865,6.9992347
311,Akap9,0,2.6211453874537267,5.6177707
312,Tmem243,1,3.4835102340784694,15.431064
313,Fgl2,3,3.949442602047127,12.476741
314,5031425E22Rik,0,3.114808332484334,8.977052
315,Kmt2e,3,3.1621466991384803,21.853252
316,Kmt2c,0,3.194694912948596,9.342409
317,Rbm33,0,2.9003037061531245,5.956514
318,Tyms,2,5.28420181240404,75.09425
319,Cenpa,2,8.03127985178215,77.133995
320,Ywhah,4,3.2733355295341613,65.88746
321,Fam53a,0,2.463061565238142,7.878065
322,Slbp,2,4.6009393400905765,60.563686
323,Mxd4,3,3.854442566117635,20.168613
324,Nop14,0,2.6997934598034017,13.2996435
325,Bod1l,0,2.665606529197868,9.947906
326,Arap2,3,3.9973106647723022,20.87526
327,Klf3,3,5.086643558619398,38.073032
328,Rhoh,4,2.8797114338214254,7.112496
329,Gm43698,1,4.507686854108056,16.195694
330,Txk,0,3.533285284072744,9.969345
331,Fryl,3,3.5412495419493744,9.887006
332,Hopx,4,4.072767042289008,43.54707
333,Ythdc1,0,3.028156301824158,11.1227
334,Jchain,1,2.681518815623848,0.9176844
335,Pf4,1,2.6375234763567987,3.6994047
336,Cxcl10,5,5.52668938393788,6.5078406
337,Hnrnpd,2,2.615066325279158,46.2716
338,Plac8,4,7.404770801893931,53.259346
339,Gbp8,5,3.780821930784564,6.261756
340,Gbp9,5,4.979201072694517,15.247131
341,Gbp4,5,5.743477777309577,18.536497
342,Gbp10,5,5.610208346870345,13.69322
343,Gbp6,5,5.806184835500919,15.948365
344,Zfp644,0,2.4796350035774246,9.004938
345,Rpl5,1,2.315025225350397,31.88649
346,Selplg,3,2.4968127362921,58.596554
347,Oasl2,5,7.203778461913463,18.365927
348,Oasl1,5,5.233577513409262,12.01188
349,Dynll1,2,2.704983750409788,51.30357
350,Cox6a1,2,2.7595164362023668,69.439186
351,Tesc,1,3.236046326440228,8.242328
352,Dtx1,0,3.5841374966834434,19.965563
353,Oas2,5,5.079732113533037,9.082986
354,Oas3,5,5.354946980965127,20.09282
355,Oas1a,5,5.6430002725017765,22.408731
356,Trafd1,5,4.456972288619368,18.46733
357,Hvcn1,1,3.3574738916952787,7.1023602
358,Arpc3,4,2.571263115575936,50.17624
359,Orai1,4,2.9120801328550274,11.433955
360,Setd1b,0,2.6626149565599158,11.364563
361,Vps37b,0,3.0937141747062262,7.125138
362,Rilpl2,4,5.317835929757269,45.163254
363,Ubc,0,3.016923466731221,40.65083
364,Ran,2,2.871697746147705,95.94866
365,Cct6a,2,3.459844356961165,35.239353
366,Gtf2i,0,3.365154352206668,9.275041
367,Orai2,0,3.174677911154668,7.090845
368,Trim56,0,3.295046135361826,5.062461
369,Gnb2,4,2.477266699781799,42.518166
370,Mepce,0,2.525344920410519,7.0756006
371,Mcm7,2,5.417968154808315,65.047455
372,Gpr146,1,2.9016432301888506,3.4074252
373,Lfng,3,3.4618608240568487,41.806816
374,Actb,1,1.30871065427988,74.60413
375,Rac1,1,1.9826640823021509,32.479073
376,Tecpr1,1,3.124521903655295,10.803955
377,Arpc1b,3,2.2131536153121725,44.23355
378,Atp5j2,2,2.019311830869013,61.225708
379,Polr1d,4,2.6617897262793915,32.116936
380,Pan3,0,2.71769675968802,6.29769
381,Pomp,2,2.9257842134312284,55.85811
382,Hmgb1,2,2.4130425642988267,76.797485
383,Wdr95,3,4.897587347191519,32.86477
384,N4bp2l1,0,2.729289386792185,5.935486
385,Gm20559,5,3.657276114140781,9.918096
386,Samd9l,5,4.040249389580011,7.380414
387,Sem1,2,2.276701433724578,34.37614
388,Ndufa4,2,2.368379862814607,63.917007
389,Gm20186,0,2.759094042538057,5.9629893
390,Ube2h,0,3.3302574371721843,12.125873
391,Lncpint,0,3.0091310680083203,7.51645
392,Ubn2,0,2.4265533544049736,4.971081
393,Kdm7a,0,2.9013849531469997,6.415591
394,Trbv1,1,2.5042214621097787,1.8735082
395,Trbv2,1,2.449854172997348,0.9632669
396,Trbv3,1,2.665259515146006,2.7399044
397,Trbv4,1,2.837767979296063,5.302053
398,Trbv12-1,1,2.71082275196858,3.1414797
399,Trbv13-1,1,3.0649173283168376,4.9099145
400,Trbv12-2,1,2.698479791033161,4.207947
401,Trbv13-2,4,3.0766265659236285,10.245212
402,Trbv13-3,3,4.126316818140119,12.617891
403,Trbv14,1,2.6941842694140954,3.0381196
404,Trbv15,1,2.581298223951085,2.3876262
405,Trbv16,1,3.119191506039793,5.630888
406,Trbv17,3,4.050182290599291,6.563178
407,Trbv19,4,2.99786292810788,5.005235
408,Trbv20,4,3.979289471134718,5.0825768
409,Trbv23,1,2.373911599979377,0.27966362
410,Trbv26,1,2.4263536037345634,0.70954794
411,Trbv29,0,2.9286123060399105,6.7845173
412,Trbv30,1,2.481038908385369,0.4490841
413,Trbc1,2,3.2208974957835124,16.381983
414,Trbc2,0,3.592337262524703,22.86475
415,Trbv31,1,2.437076004558104,1.291547
416,Zyx,3,3.4992156380047312,54.658558
417,Ezh2,2,4.554105588760285,62.822
418,Gimap8,0,3.002689421209332,11.684683
419,Gimap4,4,2.8546020132524053,44.27577
420,Gimap6,4,2.796889853997169,24.55166
421,Gimap7,4,4.11719599956581,52.284115
422,Gimap1,3,2.606910127625336,34.997105
423,Gimap5,4,2.830734232233733,33.09285
424,Gimap3,4,2.462712843779974,30.13397
425,Tra2a,0,2.901970992887305,19.715372
426,Cycs,2,3.516859002702932,67.523155
427,Hnrnpa2b1,2,1.92025526012433,71.505775
428,Snx10,3,4.3934998684577,27.952612
429,Avl9,0,2.6885903469427515,7.2335367
430,Herc6,5,4.577201514100737,11.212101
431,Herc3,0,2.8339231804583096,4.243372
432,Tigd2,1,2.251153316376217,5.825486
433,Serbp1,2,2.207374832383203,42.360577
434,Igkv14-111,0,3.977927102340889,2.4653773
435,Igkv1-110,1,3.283627584081556,2.5476751
436,Igkc,4,4.129649044714681,23.378735
437,Cd8b1,4,2.3431385581172397,52.80672
438,Cd8a,1,2.6388111927197264,15.709065
439,Kdm3a,0,2.6483342305738877,3.2795331
440,Vamp8,4,3.9192529551482056,37.51468
441,Mat2a,2,3.015873470795579,21.266582
442,Capg,4,4.47234895532599,29.349829
443,Tgoln1,0,2.82385461932382,8.65247
444,Tet3,0,2.7086662238644093,8.682367
445,Zfp638,0,2.517426501512862,9.598776
446,1600020E01Rik,0,2.690201702064233,4.21038
447,Cnbp,0,2.7763062788499795,27.180956
448,Arl6ip5,3,2.7602780922651764,46.575844
449,Foxp1,0,3.3877932486757127,25.069914
450,Bhlhe40,0,6.316667264101804,53.168095
451,Arpc4,4,2.9669249610040622,35.989746
452,Vgll4,0,2.8561334998778523,8.403259
453,Hnrnpf,2,2.077444353109002,32.62162
454,Il17ra,0,3.045838944816428,7.0790014
455,Usp18,5,6.554447337463325,32.41964
456,Klrg1,3,9.932178137333866,77.47913
457,Ptpn6,4,4.096432380937844,19.864384
458,Grcc10,4,2.500463193267372,19.715065
459,Atn1,0,2.951049398097016,8.258777
460,Tpi1,2,4.514446860748084,61.243824
461,Cdca3,2,5.990723546203591,72.58769
462,Lag3,4,9.87652284614544,50.253757
463,Ptms,3,4.693166064377163,44.970745
464,Gapdh,2,3.5419494849241064,86.4993
465,Cd27,4,5.177091736929352,36.041435
466,Cd9,4,6.287990015397314,26.404655
467,Ccnd2,0,4.3570948528709605,18.50267
468,Klrb1c,0,7.01392186083315,25.887636
469,Clec2i,4,3.4862821387618075,10.227443
470,Clec2d,4,3.239324875253004,23.31787
471,2310001H17Rik,4,3.967794274926144,13.056505
472,Cd69,0,5.330827920255747,27.815042
473,Klre1,3,7.5383409764401135,31.447704
474,Klrd1,3,4.041317565797497,48.534386
475,Klrk1,0,4.767503475105394,35.486958
476,Klrc1,3,5.008314958185823,58.74799
477,Klra6,1,5.943446699454407,9.403208
478,Klra8,3,4.542886054730424,5.0264125
479,Klra9,0,7.354819791214548,19.586145
480,Klra7,1,5.48153246808981,10.051232
481,Klra3,3,3.9308770882103112,7.031043
482,Klra1,1,4.492637474332696,4.4161606
483,Ybx3,4,3.654712341732164,46.100513
484,Cdkn1b,0,3.435747645021788,15.450707
485,Atf7ip,0,3.210040174098674,9.489115
486,H2afj,1,1.9270964808500832,10.202575
487,Gm20400,0,3.676659706788743,5.588645
488,Kcnj8,0,9.932572638817184,42.09984
489,Etnk1,5,2.98527520793584,15.352051
490,Itpr2,0,3.001610266819867,6.440137
491,Resf1,0,3.690474147359192,6.715361
492,Leng8,0,2.6292643633878265,5.8653083
493,Ube2s,2,3.989329894658949,77.675995
494,Lig1,2,6.472328793840003,69.892334
495,Meis3,3,3.3723565234119794,8.070284
496,Bbc3,1,3.278609722488352,7.8292756
497,Prkd2,0,2.5897716928049976,10.531762
498,Calm3,2,3.297938656584554,62.5506
499,Pglyrp1,4,7.042844879999684,74.45477
500,Fosb,0,6.36943311686946,28.129478
501,Relb,1,2.758973719920283,4.1111155
502,Bcl3,5,4.191212809997747,25.30085
503,Kcnn4,2,3.2483009450977667,20.703306
504,Rps19,1,1.6383739315262025,90.29615
505,Rabac1,0,3.716379706547239,31.607811
506,Pou2f2,4,3.635894133465703,20.378267
507,Cic,0,2.843184191611099,11.560472
508,Fbl,2,4.114732842950002,34.469753
509,Zfp36,0,5.421119497696642,32.950806
510,Gmfg,4,2.7137091536425304,46.66822
511,Nccrp1,4,4.662691661215335,11.604319
512,Hnrnpl,3,2.57495822537636,38.34582
513,Spint2,1,3.7500667670830974,22.696476
514,Zfp260,0,2.5390808017918034,7.0536575
515,Sdhaf1,1,2.427708575231691,8.314251
516,Tyrobp,1,3.9536563391738233,3.617983
517,Hcst,0,2.948647446630272,62.23268
518,Nfkbid,0,4.228540487822255,15.557689
519,Igflr1,1,3.2436431598467816,6.273095
520,Zbtb32,4,7.162835475874008,34.23527
521,Cox6b1,2,1.9364227837092032,45.230618
522,Gramd1a,0,2.9515196872332754,11.942792
523,1600014C10Rik,5,3.651670179094248,9.862225
524,Nkg7,3,2.823452539448985,63.51902
525,Etfb,2,3.4156593770642814,59.07536
526,Klk8,1,3.1755050325092653,13.363439
527,2410002F23Rik,0,2.9690913474013416,6.6497602
528,Rcn3,2,3.163577377389569,12.446146
529,Fcgrt,4,5.10678187973545,19.647783
530,Gm45552,4,4.7989202105536615,16.700151
531,Flt3l,4,3.266046722736965,24.127823
532,Cd37,4,2.478128309129492,18.917048
533,Ppp1r15a,0,7.002410622452216,35.7344
534,Emp3,3,3.209484434765836,47.959568
535,Ldha,2,2.891944355854576,71.354294
536,Herc2,0,2.6209969288617345,7.028831
537,Klf13,0,3.096750379114559,16.758814
538,Chsy1,3,3.8417356176718473,23.93871
539,Lrrk1,3,3.352302731063326,17.43247
540,Fam169b,1,2.903626429534985,10.618699
541,Chd2,0,3.402132491551466,11.65768
542,1810026B05Rik,1,2.9570913493073934,21.008112
543,Slco3a1,4,3.790469861780496,10.143243
544,AU020206,0,3.167107419507889,13.494188
545,Isg20,5,6.761656275197804,20.513098
546,Idh2,1,3.019916501144893,7.541186
547,Prc1,2,7.191788611640624,44.83978
548,Crtc3,1,2.590136196247597,4.713218
549,Rps17,2,2.6262258523261197,71.199326
550,Tm6sf1,3,3.5767859788000846,29.71291
551,Hdgfl3,0,2.996687753275705,9.365862
552,Il16,4,2.5122191122806137,6.2992945
553,Uvrag,1,2.4935773619237374,5.6913753
554,Ucp2,3,2.70759189768138,42.943466
555,Stard10,3,4.716999492590713,27.236448
556,Pde2a,0,4.32924530237097,19.14205
557,Art2b,5,3.992021645958051,15.681019
558,Numa1,0,3.410920181643052,13.760152
559,Rrm1,2,4.773351112934423,69.88459
560,Hbb-bt,1,3.100742919443794,0.9653346
561,Hbb-bs,1,3.190563153609656,1.8035438
562,Trim34a,5,3.7936536071608966,13.083935
563,Trim12a,5,3.177681999712317,14.68179
564,Trim12c,5,3.956125869521968,12.307024
565,Trim30a,5,5.807000365214429,29.007183
566,Pde3b,1,2.7422771589488693,15.660985
567,Arl6ip1,4,3.610317743866797,40.704697
568,Smg1,0,2.923383960305383,9.914578
569,Plk1,2,7.312447739045073,50.68691
570,Tnrc6a,0,2.868582433606804,11.821957
571,Il4ra,1,3.5456446507318287,11.872936
572,Il21r,1,2.98111448292785,13.210057
573,Lat,1,2.4657636007663246,14.905768
574,Sh2b1,0,2.817796305470833,5.681005
575,Ypel3,3,3.4031459317157955,35.381172
576,Aldoa,2,2.69294298442295,46.127052
577,AI467606,3,2.909627074425805,21.343344
578,Spn,3,3.633243067480101,29.640953
579,Sept1,4,2.277635260082325,28.525953
580,Dctpp1,2,4.023625788770819,69.36137
581,Itgal,3,3.3170949632041102,24.616007
582,Stx4a,0,2.5223226328084865,6.7695665
583,Vkorc1,0,4.089408404380635,14.173243
584,Fus,2,3.279635424173056,27.668442
585,Pycard,3,4.084923601846829,50.135925
586,Itgam,3,5.284973542766862,18.345476
587,Itgax,4,6.357585463511335,41.035194
588,Rgs10,1,4.528738135771435,34.33384
589,Bub3,3,3.770745087665613,42.94906
590,Fam53b,0,2.747660425704749,3.866765
591,Mki67,2,6.071083758457503,76.93546
592,Ifitm1,4,3.432600270781354,7.288284
593,Ifitm3,5,3.82092321828485,14.090882
594,Pkp3,4,3.5753269875205347,23.939337
595,Irf7,5,7.226201479169901,36.954865
596,Ifitm10,3,6.360581105274759,52.36956
597,Ctsd,3,3.428488203067769,56.023422
598,Lsp1,4,3.297089330142123,73.04424
599,Mrpl23,2,3.4175542046288427,27.456522
600,Tspan32,3,4.51366236974478,20.73824
601,Kcnq1ot1,0,3.1062739895776583,11.401964
602,Arhgef18,3,3.2335799950595114,14.810828
603,Rasa3,3,3.0178581965406672,21.035017
604,Tdrp,1,3.4055157520305834,14.406818
605,Kbtbd11,1,4.749386612528573,25.27425
606,Ikbkb,1,2.664222740115029,8.896947
607,Kat6a,0,2.9615250119994383,11.051272
608,Letm2,0,2.7010531107720053,7.6683416
609,Nsd3,0,3.0203108254170727,6.877425
610,Gm29243,0,3.052542540167827,8.038846
611,Casp3,4,5.906773125913552,46.966476
612,Irf2,3,3.003407678623367,18.27504
613,Hmgb2,2,3.5107260889641267,96.17847
614,Ddx60,5,4.785364773163559,11.441217
615,Gmip,0,2.691061405525176,5.2087774
616,Ndufa13,4,2.281093699050179,29.813036
617,Lsm4,2,2.79846205868661,62.414944
618,Jund,0,4.8368247395982,68.5269
619,Abhd8,0,2.9267321195180527,9.131633
620,Bst2,5,7.117030605831546,42.721687
621,Tpm4,4,2.839080643219706,55.58501
622,Klf2,3,3.762478052417045,64.454765
623,Mcm5,2,5.783175967487362,70.650795
624,Inpp4b,1,4.808755982031662,23.10733
625,Ndufb7,2,2.779929742949511,51.56886
626,Dnajb1,0,3.491905399869856,14.552313
627,Ddx39,2,3.1130013877148275,57.568615
628,Adgre5,3,3.322582537519376,27.242523
629,Asf1b,2,5.843508790061592,68.08067
630,Il27ra,1,2.606207605908825,10.374599
631,Gm26532,0,5.710187566802545,14.578924
632,Ier2,0,5.391755599207049,57.631172
633,Trmt1,1,2.4449694807063005,6.2476707
634,Calr,2,3.646227730493963,57.0861
635,Junb,0,7.1373865756341415,64.29193
636,N4bp1,3,2.963709923689017,17.24777
637,Adcy7,0,2.3427171105079805,5.8695703
638,Rbl2,0,3.21800195629153,18.087292
639,Mt1,4,5.078093850268928,35.28899
640,Nlrc5,5,3.455046146570264,7.1754513
641,Adgrg5,0,3.419369080695377,10.084665
642,Rrad,1,2.6359924163522277,3.217381
643,Gm5914,1,2.5084236587568065,3.5151348
644,Psmb10,5,3.480707806554993,21.966139
645,Nfatc3,3,3.2594223590486617,23.865402
646,Znrf1,1,3.108513810024229,12.820778
647,Gabarapl2,4,3.107002103571038,48.81018
648,Cotl1,4,4.416762049108503,48.028694
649,Cyba,3,2.1246527065856724,35.346054
650,Rnf166,3,3.419518018008223,33.303055
651,Aprt,4,2.71383415803476,22.115898
652,Ankrd11,0,2.6247819532469348,8.216168
653,2810013P06Rik,1,2.472231781991868,5.220529
654,Irf2bp2,0,3.405266226003057,13.078464
655,Itgb1,3,5.016273465095411,41.298347
656,Casp1,3,3.625970946252238,13.728115
657,Birc2,0,2.673323232959542,6.369265
658,Birc3,0,2.5335420988082005,4.361518
659,Maml2,1,2.7036900727193665,4.465126
660,Sesn3,1,3.4539705478747846,13.417026
661,Izumo1r,1,4.761002807270482,7.6378675
662,Fbxl12,0,2.8976638231493337,6.9663315
663,Ubl5,2,2.234052163099625,24.457933
664,Shfl,1,2.74521641356822,7.372411
665,Dnmt1,2,4.254105691831475,60.02845
666,Icam1,0,3.0249780431094684,6.9609003
667,S1pr5,3,10.796095558315669,60.577274
668,Kri1,0,2.503015180077928,9.863124
669,Cdkn2d,3,4.538625795407431,21.961056
670,Slc44a2,3,2.88247106923409,11.788701
671,AB124611,3,2.685915751029318,8.459335
672,Spc24,2,4.902209543906616,76.57879
673,Acp5,3,2.9111332922455087,14.892352
674,Herpud2,3,2.7378035543823747,8.077153
675,Ets1,0,2.7170209609425204,22.103611
676,Nrgn,4,7.070680101393502,32.79453
677,Hspa8,1,1.7610831695197542,37.214935
678,Crtam,1,4.795322412510767,13.690205
679,Ubash3b,3,5.359697346758344,27.183886
680,Sorl1,0,3.2277470469421807,6.601835
681,Thy1,0,2.400328178491732,37.128674
682,Cbl,0,3.140468646065158,20.60909
683,H2afx,2,6.4770306649654295,58.48819
684,Rps25,1,2.1490649139960345,42.459805
685,Bcl9l,0,2.6783382711663664,5.619845
686,Kmt2a,0,3.4798960276214683,9.929326
687,Cd3e,1,1.9929180736345,55.019466
688,Jaml,5,5.963985984033136,25.524227
689,Il10ra,5,4.196117924099781,15.3868685
690,Usp28,1,3.132460084064965,6.5008216
691,Peak1,0,3.337546054498903,7.5008707
692,Cox5a,2,2.364061276456387,74.45662
693,Pml,5,4.40175499979315,21.606188
694,Nptn,3,3.733100546331208,34.72091
695,Pkm,2,3.1437049287901937,50.58086
696,2300009A05Rik,1,2.248125828981887,6.5844307
697,Tipin,2,5.324119673730446,61.559074
698,Pclaf,2,5.274080313946055,98.321144
699,Ppib,4,2.4415101870826,43.448547
700,Herc1,0,2.963008477377676,13.2664995
701,Rps27l,2,3.1802846516938104,70.74909
702,Rora,3,3.968302133846268,26.673897
703,Anxa2,2,4.971195581187652,74.64499
704,Ccnb2,2,8.153709339987898,77.46218
705,Ccpg1,0,2.695867246262474,5.3383975
706,Lysmd2,1,3.8685997733122206,8.336091
707,Cox7a2,2,2.274795321312131,59.684147
708,Phip,0,2.93616725323227,16.008656
709,Tent5a,1,3.276099290030189,7.843409
710,Bcl2a1b,4,3.9599824352367503,32.72668
711,Slc9a9,0,3.613403020627017,11.159653
712,Atp1b3,3,2.6966820881369364,32.01683
713,Zbtb38,0,3.052696005914805,15.253383
714,Rab6b,0,3.3122531537198654,5.879235
715,Tmem108,1,4.194001368889485,23.13253
716,Manf,2,3.164303141714561,59.671246
717,Cish,0,3.484147210970666,8.0829315
718,Gnai2,3,2.269228242483296,53.69604
719,Uba7,5,3.931038763384152,10.554854
720,Ip6k1,0,2.452056463858087,3.9156556
721,Rhoa,3,1.937143758046961,36.039192
722,Gpx1,2,3.3173760552395493,37.110363
723,Impdh2,2,3.774016107764604,45.17655
724,Shisa5,4,2.911314768133383,48.27342
725,Tma7,2,1.9432520138365312,53.476616
726,Setd2,0,3.108931696884736,9.810604
727,Als2cl,1,3.608618544732136,12.967235
728,Cmtm7,4,3.5640517846417192,65.652725
729,Rps27rt,0,2.9160468963519817,17.67223
730,Tgfbr2,0,3.1192739973024253,7.679784
731,Eomes,5,5.171001604896638,17.106586
732,Cx3cr1,3,8.637920109890906,60.369953
733,Csrnp1,0,3.758980841587489,9.998028
734,Lars2,0,2.9554759144108607,13.865004
735,Ccr9,1,3.8113892224502415,8.012668
736,Fyco1,0,2.7102720953999224,6.841634
737,Cxcr6,4,6.1573760848481,63.900463
738,Ccr2,4,6.637001584712772,28.129509
739,Fbxo5,2,6.757167348354629,54.37972
740,Ipcef1,4,3.5449161251039505,6.6378264
741,Utrn,0,3.490506422109082,10.516009
742,Hivep2,0,2.8349160523167147,4.246052
743,Cited2,3,3.7352659469094704,24.562172
744,Heca,3,3.0895286761639187,8.23267
745,Abracl,4,2.966226872427076,59.376526
746,Tnfaip3,0,8.658424539796737,47.338207
747,Ifngr1,4,3.232018526427501,38.685158
748,Sgk1,3,4.526513257232797,27.60393
749,Gm26740,4,2.860955364441396,15.767468
750,Rps12,1,2.052856523422044,48.634975
751,Themis,3,3.279050170609497,17.650513
752,Ncoa7,0,3.1794510021179803,11.056237
753,Zup1,5,3.4025030988221787,7.827828
754,Calhm6,5,4.19672154366523,18.539099
755,Tspyl1,0,2.9273438698297123,6.6604066
756,Fyn,3,3.702155837690536,28.072523
757,Sesn1,1,2.668455535138917,7.496962
758,Scml4,1,2.707973170693217,8.216877
759,Gm34006,1,2.6091558953288803,7.297659
760,Ascc3,0,2.642972772588861,11.477181
761,Lilr4b,4,4.859517973744003,16.30275
762,Lilrb4a,4,4.695195562142638,12.221967
763,Smpdl3a,4,3.276735769300705,22.984163
764,Ddit4,4,5.278567068314979,25.60104
765,Psap,3,2.8680203053187325,16.940361
766,Vsir,4,2.8847773995341406,24.58322
767,Prf1,3,3.813068364745582,27.125118
768,Ppa1,2,4.849086670191626,56.17869
769,Srgn,4,2.177070732902027,46.256866
770,Herc4,0,2.626501066510884,8.896135
771,Jmjd1c,0,2.8160706969717344,7.0422873
772,Arid5b,0,3.072023993530151,8.616331
773,Cdk1,2,6.72108132054302,62.825645
774,Mif,2,4.3106557162664565,77.273125
775,Chchd10,2,4.31036354012338,53.241608
776,Itgb2,3,4.021643198855148,55.79759
777,Gzmm,1,7.4702643731030784,20.68116
778,Cnn2,4,2.858012920200089,47.733944
779,Arhgap45,0,2.3887776862930337,18.414993
780,Cirbp,0,4.025651494164842,20.875275
781,Rps15,2,2.605421554419767,55.364643
782,Izumo4,1,2.9191026776713715,9.964261
783,Gadd45b,0,3.1412905260179484,20.319633
784,Zbtb7a,0,2.701366489062608,8.892622
785,Matk,3,3.9556638647297673,7.738798
786,Tbxa2r,1,2.9482894900337837,5.566299
787,Nfic,3,3.9632071161065534,16.150145
788,S1pr4,4,3.9081315245823753,41.8959
789,Gna15,4,4.73356874778195,42.898205
790,Tle5,1,1.9499844448807904,36.33987
791,1500009L16Rik,2,5.639524557113699,62.910576
792,Tcp11l2,4,3.0572791275614324,10.648344
793,Hsp90b1,2,3.693053477893629,79.79657
794,Slc25a3,1,2.313270632323227,32.75578
795,Tmpo,2,4.557137965557446,64.82277
796,Cdk17,0,3.1795310298550064,6.006543
797,Snrpf,2,2.909659795633464,56.446053
798,Btg1,0,3.479727590523499,45.605324
799,Atp2b1,3,3.3674585000883424,23.149233
800,Ppp1r12a,0,3.103781069133889,26.727877
801,Nap1l1,2,3.894091249839768,65.93854
802,Rab3ip,1,3.163456443905812,10.350069
803,Lyz2,1,2.5118677135997127,2.184985
804,Rap1b,3,3.694770203008732,64.59024
805,Ifng,0,7.057537086722424,35.00227
806,Dyrk2,0,2.582856832731113,6.5800624
807,Ppm1h,0,3.045095256914915,9.346135
808,Ctdsp2,0,2.749087120014194,6.183986
809,B4galnt1,4,2.296134789189472,21.260174
810,Ddit3,1,2.7538783843790937,6.6216283
811,Stat6,0,2.571065577319245,6.29717
812,Atp5b,2,2.615179000912712,61.78381
813,Stat2,5,4.504264814272911,5.4920983
814,Myl6,4,1.827854797423762,60.16187
815,Esyt1,3,2.774908803243986,29.75196
816,Pa2g4,2,3.621997380006337,55.932945
817,Dgka,4,3.681051633864284,23.895298
818,Tespa1,0,5.440310525130065,21.531033
819,Sfi1,0,3.500675919620094,10.182
820,Pik3ip1,1,2.702049751841613,11.897337
821,Selenom,3,4.380987845124182,11.828885
822,H2afv,2,3.8637411506986634,75.80988
823,Snhg15,1,3.152493087760145,5.7547503
824,Sec61g,2,2.15608585587921,37.240467
825,Plek,3,5.212845562483893,45.860043
826,Sertad2,0,2.580081314181538,5.5544443
827,Peli1,0,2.9419401818580746,22.710825
828,Rel,0,2.767565433828557,7.1913524
829,Sptbn1,0,3.074956818620896,26.71015
830,Nsg2,1,4.864110694626024,27.401949
831,Hba-a1,1,3.149160961055589,1.0305284
832,Hba-a2,1,3.1799297205214767,1.3562666
833,Stk10,3,3.4901079326509987,12.125905
834,Npm1,1,2.5738836665942224,48.530003
835,Dock2,0,3.216471920293269,18.961714
836,Ccng1,3,2.805500579296199,17.532047
837,Clint1,0,2.868483788384236,11.577299
