Gzma	S1pr5
Gzma	Klrg1
Gzma	Zeb2
Gzma	Klre1
Gzma	Esm1
S1pr5	Klrg1
S1pr5	Zeb2
S1pr5	Cx3cr1
S1pr5	Klre1
S1pr5	Esm1
S1pr5	Ifitm10
Klrg1	Zeb2
Klrg1	Cx3cr1
Klrg1	Esm1
Klrg1	Ifitm10
Klrg1	Il18rap
Klrg1	Itgam
Tox	Trgv2
Tox	Ccl3
Tox	Camk2n1
Tox	Tcrg-C2
Tox	Ubash3b
Zeb2	Cx3cr1
Zeb2	Klre1
Zeb2	Esm1
Zeb2	Ifitm10
Zeb2	Il18rap
Trgv2	Klre1
Trgv2	Ccl3
Trgv2	Gzmk
Trgv2	Camk2n1
Trgv2	Tcrg-C2
Trgv2	Ubash3b
Cx3cr1	Klre1
Cx3cr1	Esm1
Cx3cr1	Ifitm10
Cx3cr1	Il18rap
Cx3cr1	Itgam
Klre1	Ifitm10
Klre1	1700025G04Rik
Klre1	Tcrg-C2
Klre1	Il18rap
Ccl3	Camk2n1
Ccl3	Tcrg-C2
Ccl3	Tmem163
Ccl3	Ubash3b
Ccl3	Plek
Ccl3	Gzmb
Esm1	Ifitm10
Esm1	Gzmk
Esm1	1700025G04Rik
Esm1	Il18rap
Esm1	Itgam
Ifitm10	Gzmk
Ifitm10	Camk2n1
Ifitm10	1700025G04Rik
Ifitm10	Tcrg-C2
Ifitm10	Il18rap
Ifitm10	Itgam
Gzmk	1700025G04Rik
Gzmk	Tcrg-C2
Gzmk	Il18rap
Gzmk	Tmem163
Gzmk	Ubash3b
Gzmk	Itgam
Gzmk	Plek
Gzmk	Gzmb
Camk2n1	Tcrg-C2
Camk2n1	Tmem163
Camk2n1	Ubash3b
Camk2n1	Itgam
Camk2n1	Plek
1700025G04Rik	Tcrg-C2
1700025G04Rik	Il18rap
1700025G04Rik	Itgam
1700025G04Rik	Plek
1700025G04Rik	Gzmb
Tcrg-C2	Ubash3b
Il18rap	Tmem163
Il18rap	Ubash3b
Il18rap	Itgam
Il18rap	Plek
Tmem163	Ubash3b
Tmem163	Itgam
Tmem163	Plek
Tmem163	Gzmb
Ubash3b	Itgam
Ubash3b	Plek
Ubash3b	Gzmb
Itgam	Plek
Itgam	Gzmb
Plek	Gzmb
