Xcl1	Klra6
Xcl1	Klra7
Xcl1	Sell
Xcl1	Ikzf2
Xcl1	Itm2a
Xcl1	Nsg2
Xcl1	Crtam
Xcl1	Klra1
Gzmm	Klra6
Gzmm	Gpr183
Gzmm	Klra7
Gzmm	Crtam
Gzmm	Kbtbd11
Gzmm	Sidt1
Gzmm	Klra1
Id3	Tcf7
Id3	Ikzf2
Id3	Nsg2
Id3	Crtam
Id3	Izumo1r
Id3	Rgs10
Id3	Dennd2d
Igfbp4	Rgcc
Igfbp4	Dapl1
Igfbp4	Ccr7
Igfbp4	Inpp4b
Igfbp4	Ramp1
Igfbp4	Rgs10
Igfbp4	Gm43698
Rgcc	Ccr7
Rgcc	Inpp4b
Rgcc	Ramp1
Rgcc	Rgs10
Rgcc	Gm43698
Klra6	Klra7
Klra6	Sell
Klra6	Ikzf2
Klra6	Itm2a
Klra6	Klra1
Zfas1	2410006H16Rik
Zfas1	Kbtbd11
Zfas1	1110038B12Rik
Zfas1	Gm43698
Zfas1	Dennd2d
Gpr183	Tcf7
Gpr183	Nsg2
Gpr183	Inpp4b
Gpr183	Crtam
Gpr183	Kbtbd11
Gpr183	Sidt1
Gpr183	Rgs10
Gpr183	Dennd2d
Tcf7	Nsg2
Tcf7	Inpp4b
Tcf7	Crtam
Tcf7	Kbtbd11
Tcf7	Sidt1
Tcf7	Rgs10
Tcf7	Dennd2d
2410006H16Rik	Kbtbd11
2410006H16Rik	1110038B12Rik
2410006H16Rik	Gm43698
2410006H16Rik	Dennd2d
Klra7	Sell
Klra7	Ikzf2
Klra7	Itm2a
Klra7	Nsg2
Klra7	Kbtbd11
Klra7	Sidt1
Klra7	Klra1
Klra7	Dennd2d
Sell	Itm2a
Sell	Ccr7
Sell	Nsg2
Sell	Kbtbd11
Sell	Sidt1
Sell	Rgs10
Sell	Klra1
Sell	Dennd2d
Ikzf2	Itm2a
Ikzf2	Izumo1r
Ikzf2	Klra1
Ikzf2	Dennd2d
Itm2a	Nsg2
Itm2a	Rgs10
Itm2a	Klra1
Itm2a	Dennd2d
Dapl1	Ccr7
Dapl1	Nsg2
Dapl1	Inpp4b
Dapl1	Ramp1
Dapl1	Rgs10
Dapl1	Gm43698
Dapl1	Dennd2d
Ccr7	Nsg2
Ccr7	Inpp4b
Ccr7	Ramp1
Ccr7	Rgs10
Ccr7	Gm43698
Nsg2	Crtam
Nsg2	Kbtbd11
Nsg2	Sidt1
Nsg2	Rgs10
Nsg2	Klra1
Nsg2	Dennd2d
Inpp4b	Ramp1
Inpp4b	Izumo1r
Inpp4b	Rgs10
Inpp4b	Gm43698
Inpp4b	Dennd2d
Ramp1	Izumo1r
Ramp1	Rgs10
Ramp1	Gm43698
Crtam	Kbtbd11
Crtam	Sidt1
Crtam	Dennd2d
Izumo1r	Kbtbd11
Izumo1r	Rgs10
Izumo1r	Dennd2d
Kbtbd11	1110038B12Rik
Kbtbd11	Sidt1
Kbtbd11	Rgs10
Kbtbd11	Klra1
Kbtbd11	Dennd2d
1110038B12Rik	Gm43698
1110038B12Rik	Dennd2d
Sidt1	Rgs10
Sidt1	Klra1
Sidt1	Dennd2d
Rgs10	Dennd2d
