Hist1h2ae	Hist1h1b
Hist1h2ae	Hist1h2ap
Hist1h2ae	Hist1h1a
Hist1h2ae	Hist1h1d
Hist1h2ae	Aurkb
Hist1h2ae	Gm20628
Hist1h2ae	Top2a
Hist1h2ae	Hist1h4d
Hist1h2ae	Rrm2
Hist1h1b	Hist1h2ap
Hist1h1b	Hist1h1a
Hist1h1b	Hist1h1d
Hist1h1b	Gm20628
Hist1h1b	Hist1h4d
Hist1h1b	Rrm2
Hist1h2ap	Hist1h1a
Hist1h2ap	Hist1h1d
Hist1h2ap	Aurkb
Hist1h2ap	Gm20628
Hist1h2ap	Top2a
Hist1h2ap	Hist1h4d
Hist1h2ap	Rrm2
Cenpf	Cdc20
Cenpf	Ube2c
Cenpf	Ccnb1
Cenpf	Plk1
Cenpf	Tpx2
Nusap1	Aurkb
Nusap1	Top2a
Nusap1	Prc1
Nusap1	Kif11
Nusap1	Hist1h4d
Ccnb2	Cdc20
Ccnb2	Cenpa
Ccnb2	Ube2c
Ccnb2	Ccnb1
Ccnb2	Tpx2
Cdc20	Cenpa
Cdc20	Ube2c
Cdc20	Ccnb1
Cdc20	Plk1
Cdc20	Tpx2
Cenpa	Ube2c
Cenpa	Ccnb1
Cenpa	Tpx2
Hist1h1a	Hist1h1d
Hist1h1a	Rrm2
Ube2c	Ccnb1
Ube2c	Plk1
Ube2c	Tpx2
Hist1h1d	Gm20628
Hist1h1d	Hist1h4d
Hist1h1d	Rrm2
Ccnb1	Plk1
Ccnb1	Tpx2
Plk1	Prc1
Plk1	Kif11
Plk1	Tpx2
Aurkb	Top2a
Aurkb	Prc1
Aurkb	Kif11
Aurkb	Hist1h4d
Gm20628	Kif11
Gm20628	Hist1h4d
Top2a	Prc1
Top2a	Kif11
Top2a	Hist1h4d
Prc1	Kif11
Prc1	Hist1h4d
Kif11	Hist1h4d
Kif11	Tpx2
Hist1h4d	Rrm2
