Lag3	Pdcd1
Lag3	Tigit
Lag3	Zbtb32
Lag3	Nrgn
Lag3	Pglyrp1
Lag3	Cd9
Lag3	Casp3
Pdcd1	Tigit
Pdcd1	Zbtb32
Pdcd1	Nrgn
Pdcd1	Casp3
Tigit	Zbtb32
Tigit	Nrgn
Tigit	Pglyrp1
Tigit	Cd9
Tigit	Cxcr6
Tigit	Casp3
Tigit	Rom1
Ctla2a	Cxcr3
Ctla2a	Plac8
Ctla2a	Pglyrp1
Ctla2a	Ccr2
Ctla2a	Ctla2b
Ctla2a	Itgax
Ctla2a	Cxcr6
Cxcr3	Plac8
Cxcr3	Pglyrp1
Cxcr3	Ccr2
Cxcr3	Ctla2b
Cxcr3	Itgax
Cxcr3	Cxcr6
Plac8	Pglyrp1
Plac8	Ctla2b
Plac8	Itgax
Plac8	Casp3
Zbtb32	Nrgn
Zbtb32	Pglyrp1
Zbtb32	Lgals3
Zbtb32	Cd9
Zbtb32	Casp3
Zbtb32	Rom1
Nrgn	Pglyrp1
Nrgn	Cd9
Nrgn	S100a4
Nrgn	Casp3
Pglyrp1	Lgals3
Pglyrp1	Ctla2b
Pglyrp1	Itgax
Pglyrp1	Cd9
Pglyrp1	Cxcr6
Pglyrp1	S100a4
Pglyrp1	Casp3
Pglyrp1	Rom1
Lgals3	Anxa1
Lgals3	Cxcr6
Lgals3	S100a4
Lgals3	Casp3
Lgals3	Rom1
Ccr2	Ctla2b
Ccr2	Anxa1
Ccr2	Itgax
Ccr2	Cxcr6
Ctla2b	Anxa1
Ctla2b	Itgax
Ctla2b	Cxcr6
Anxa1	Itgax
Anxa1	Cxcr6
Anxa1	S100a4
Itgax	Cxcr6
Itgax	S100a4
Cd9	Cxcr6
Cd9	Casp3
Cxcr6	S100a4
Cxcr6	Casp3
Cxcr6	Rom1
S100a4	Casp3
S100a4	Rom1
Casp3	Rom1
