Kcnj8	Klra9
Kcnj8	Klrb1c
Kcnj8	Tsc22d3
Kcnj8	Gm10522
Kcnj8	Gm26532
Kcnj8	Ier2
Kcnj8	Ier5
Kcnj8	Fasl
Dusp1	Fos
Dusp1	Tnfaip3
Dusp1	Klf6
Dusp1	Junb
Dusp1	Ppp1r15a
Dusp1	Jund
Fos	Tnfaip3
Fos	Jun
Fos	Klf6
Fos	Junb
Fos	Ppp1r15a
Fos	Fosb
Fos	Zfp36
Fos	Cd69
Fos	Nr4a1
Fos	Pnrc1
Fos	Jund
Il7r	Jun
Il7r	Cd7
Il7r	Fosb
Il7r	Nfkbia
Il7r	Bcl2
Il7r	Tespa1
Il7r	Fcgr2b
Il7r	Zfp36
Il7r	Cd69
Il7r	Tnf
Il7r	Tnfrsf25
Il7r	Nfkbiz
Il7r	Pim1
Tnfaip3	Jun
Tnfaip3	Ccl4
Tnfaip3	Klf6
Tnfaip3	Junb
Tnfaip3	Ppp1r15a
Tnfaip3	Nfkbia
Tnfaip3	Gm26532
Tnfaip3	Rgs1
Tnfaip3	Jund
Jun	Klf6
Jun	Junb
Jun	Ppp1r15a
Jun	Fosb
Jun	Nfkbia
Jun	Zfp36
Jun	Ier5
Jun	Jund
Ccl4	Ifng
Ccl4	Nr4a2
Ccl4	Bhlhe40
Ccl4	Nfkbia
Ccl4	Gm26532
Ccl4	Rgs1
Ccl4	Ier2
Ccl4	Fasl
Klf6	Junb
Klf6	Fosb
Klf6	Tsc22d3
Klf6	Gm26532
Klf6	Ier2
Klf6	Jund
Klra9	Tsc22d3
Klra9	Gm10522
Klra9	Gm26532
Klra9	Ier2
Klra9	Fasl
Klra9	Jund
Klra9	AC149090.1
Junb	Ppp1r15a
Junb	Fosb
Junb	Nfkbia
Junb	Rgs1
Junb	Zfp36
Junb	Ier2
Junb	Pnrc1
Junb	Jund
Ifng	Nr4a2
Ifng	Bhlhe40
Ifng	Nfkbia
Ifng	Ier2
Ifng	Nfkbiz
Ifng	Pim1
Klrb1c	Nfkbia
Klrb1c	Gm10522
Klrb1c	Tespa1
Klrb1c	Fcgr2b
Klrb1c	Ier2
Klrb1c	Ier5
Klrb1c	Klrk1
Ppp1r15a	Fosb
Ppp1r15a	Cd69
Ppp1r15a	Nr4a1
Ppp1r15a	Tagap
Ppp1r15a	Pnrc1
Ppp1r15a	Jund
Ppp1r15a	Actn1
Cd7	Fosb
Cd7	Nfkbia
Cd7	Rgs1
Cd7	Tespa1
Cd7	Zfp36
Cd7	Cd69
Cd7	Ier5
Cd7	Tnf
Cd7	Nfkbiz
Nr4a2	Fosb
Nr4a2	Gm26532
Nr4a2	Rgs1
Nr4a2	Ier2
Nr4a2	Pnrc1
Nr4a2	Jund
Nr4a2	AC149090.1
Nr4a2	Nfkbiz
Nr4a2	Pim1
Fosb	Bcl2
Fosb	Zfp36
Fosb	Cd69
Fosb	Ier5
Fosb	Pnrc1
Fosb	Jund
Fosb	AC149090.1
Fosb	Nfkbiz
Bhlhe40	Gm10522
Bhlhe40	Gm26532
Bhlhe40	Ier2
Bhlhe40	Fasl
Bhlhe40	Jund
Tsc22d3	Gm10522
Tsc22d3	Gm26532
Tsc22d3	Ier2
Tsc22d3	Pnrc1
Tsc22d3	Jund
Tsc22d3	Tuba1a
Nfkbia	Tespa1
Nfkbia	Zfp36
Nfkbia	Cd69
Nfkbia	Nr4a1
Nfkbia	Ier5
Nfkbia	Jund
Nfkbia	Tnf
Nfkbia	Nfkbiz
Nfkbia	Pim1
Bcl2	Cd69
Bcl2	AC149090.1
Bcl2	Nfkbiz
Bcl2	Pim1
Gm10522	Gm26532
Gm10522	Ier2
Gm10522	Ier5
Gm10522	Fasl
Gm10522	Jund
Gm10522	Tuba1a
Gm10522	AC149090.1
Gm10522	Klrk1
Gm26532	Rgs1
Gm26532	Ier2
Gm26532	Fasl
Gm26532	Jund
Gm26532	Tuba1a
Gm26532	AC149090.1
Rgs1	Ier2
Rgs1	Ier5
Rgs1	Pnrc1
Rgs1	Fasl
Rgs1	Jund
Rgs1	AC149090.1
Rgs1	Nfkbiz
Tespa1	Fcgr2b
Tespa1	Zfp36
Tespa1	Ier5
Tespa1	Jund
Tespa1	Tnf
Tespa1	Klrk1
Tespa1	Tnfrsf25
Fcgr2b	Zfp36
Fcgr2b	Ier2
Fcgr2b	Ier5
Fcgr2b	Jund
Fcgr2b	Klrk1
Fcgr2b	Tnfrsf25
Zfp36	Cd69
Zfp36	Nr4a1
Zfp36	Ier5
Zfp36	Pnrc1
Zfp36	Jund
Zfp36	Tnf
Zfp36	Tnfrsf25
Zfp36	Nfkbiz
Ier2	Ier5
Ier2	Tagap
Ier2	Pnrc1
Ier2	Fasl
Ier2	Jund
Ier2	Tuba1a
Ier2	AC149090.1
Ier2	Pim1
Cd69	Nr4a1
Cd69	Ier5
Cd69	Pnrc1
Cd69	Nfkbiz
Cd69	Actn1
Nr4a1	Ier5
Nr4a1	Tagap
Nr4a1	Pnrc1
Nr4a1	Jund
Nr4a1	Tnf
Nr4a1	Nfkbiz
Nr4a1	Pim1
Nr4a1	Actn1
Ier5	Tagap
Ier5	Pnrc1
Ier5	Fasl
Ier5	Jund
Ier5	Tnf
Ier5	Klrk1
Ier5	Tnfrsf25
Ier5	Nfkbiz
Ier5	Pim1
Tagap	Pnrc1
Tagap	Jund
Tagap	Nfkbiz
Tagap	Actn1
